HABIT,GROUP,DATE,DAY,TIME,VALUE,NOTE
BR,,20181106,TUE,7.30.26,1.0,
BR,,20181105,MON,7.30.16,1.0,
BR,,20181105,MON,7.30.16,1.0,
BR,,20181105,MON,7.30.16,1.0,
BR,,20181105,MON,8.2.55,1.0,
BR,,20181105,MON,8.2.56,1.0,
BR,,20181105,MON,10.56.11,1.0,
BR,,20181105,MON,14.35.22,1.0,
BR,,20181105,MON,18.26.40,1.0,
BR,,20181106,TUE,7.30.25,1.0,
BR,,20181106,TUE,7.30.26,1.0,
BR,,20181106,TUE,9.56.49,1.0,
BR,,20181106,TUE,10.34.35,1.0,
BR,,20181106,TUE,13.18.15,1.0,
BR,,20181106,TUE,14.44.43,1.0,
BR,,20181106,TUE,16.29.45,1.0,
BR,,20181107,WED,0.36.18,1.0,
BR,,20181107,WED,0.36.18,1.0,
BR,,20181107,WED,0.36.18,1.0,
BR,,20181107,WED,10.34.47,1.0,
BR,,20181107,WED,10.34.53,1.0,
BR,,20181107,WED,12.42.1,1.0,
BR,,20181107,WED,16.10.40,1.0,
BR,,20181107,WED,16.10.41,1.0,
BR,,20181108,THU,8.30.17,1.0,
BR,,20181108,THU,8.30.18,1.0,
BR,,20181108,THU,10.20.50,1.0,
BR,,20181108,THU,14.22.2,1.0,
BR,,20181108,THU,14.44.34,1.0,
BR,,20181108,THU,22.15.0,1.0,
BR,,20181108,THU,22.15.0,1.0,
BR,,20181108,THU,22.15.0,1.0,
BR,,20181109,FRI,7.47.29,1.0,
BR,,20181109,FRI,7.47.29,1.0,
BR,,20181109,FRI,7.47.29,1.0,
BR,,20181109,FRI,22.15.5,1.0,
BR,,20181109,FRI,22.15.7,1.0,
BR,,20181109,FRI,22.15.10,1.0,
BR,,20181109,FRI,22.15.15,1.0,
BR,,20181109,FRI,22.15.16,1.0,
BR,,20181110,SAT,7.47.29,1.0,
BR,,20181110,SAT,7.47.29,1.0,
BR,,20181110,SAT,7.47.29,1.0,
BR,,20181110,SAT,7.47.29,1.0,
BR,,20181110,SAT,18.9.27,1.0,
BR,,20181110,SAT,18.9.28,1.0,
BR,,20181110,SAT,18.9.29,1.0,
BR,,20181110,SAT,18.9.30,1.0,
BR,,20181111,SUN,7.47.29,1.0,
BR,,20181111,SUN,7.47.29,1.0,
BR,,20181111,SUN,7.47.29,1.0,
BR,,20181111,SUN,7.47.29,1.0,
BR,,20181111,SUN,7.47.29,1.0,
BR,,20181111,SUN,7.47.29,1.0,
BR,,20181111,SUN,7.47.29,1.0,
BR,,20181111,SUN,7.47.29,1.0,
BR,,20181112,MON,5.1.23,1.0,
BR,,20181112,MON,5.1.23,1.0,
BR,,20181112,MON,7.49.21,1.0,
BR,,20181112,MON,7.49.22,1.0,
BR,,20181112,MON,11.16.16,1.0,
BR,,20181112,MON,22.6.34,1.0,
BR,,20181112,MON,22.6.34,1.0,
BR,,20181112,MON,22.6.35,1.0,
BR,,20181113,TUE,8.19.59,1.0,
BR,,20181113,TUE,8.19.59,1.0,
BR,,20181113,TUE,8.51.37,1.0,
BR,,20181113,TUE,8.51.39,1.0,
BR,,20181113,TUE,10.38.8,1.0,
BR,,20181113,TUE,14.46.7,1.0,
BR,,20181113,TUE,15.36.32,1.0,
BR,,20181113,TUE,19.38.35,1.0,
BR,,20181113,TUE,19.38.36,1.0,
BR,,20181114,WED,8.20.10,1.0,
BR,,20181114,WED,11.45.8,1.0,
BR,,20181114,WED,13.54.50,1.0,
BR,,20181114,WED,17.21.17,1.0,
BR,,20181114,WED,17.21.18,1.0,
BR,,20181114,WED,17.21.29,1.0,
BR,,20181114,WED,23.29.59,1.0,
BR,,20181114,WED,23.29.59,1.0,
BR,,20181115,THU,0.22.28,1.0,
BR,,20181115,THU,0.22.28,1.0,
BR,,20181115,THU,3.39.36,1.0,
BR,,20181115,THU,11.24.39,1.0,
BR,,20181115,THU,11.24.40,1.0,
BR,,20181115,THU,14.29.25,1.0,
BR,,20181115,THU,16.40.42,1.0,
BR,,20181115,THU,22.15.26,1.0,
BR,,20181114,WED,23.29.59,1.0,
BR,,20181114,WED,23.29.59,1.0,
BR,,20181115,THU,0.22.28,1.0,
BR,,20181115,THU,0.22.28,1.0,
BR,,20181115,THU,3.39.36,1.0,
BR,,20181115,THU,11.24.39,1.0,
BR,,20181115,THU,11.24.40,1.0,
BR,,20181115,THU,14.29.25,1.0,
BR,,20181115,THU,16.40.42,1.0,
BR,,20181115,THU,22.15.26,1.0,
BR,,20181116,FRI,6.12.3,1.0,
BR,,20181116,FRI,8.49.40,1.0,
BR,,20181116,FRI,8.49.40,1.0,
BR,,20181116,FRI,12.48.49,1.0,
BR,,20181116,FRI,12.48.50,1.0,
BR,,20181116,FRI,16.9.57,1.0,
BR,,20181116,FRI,16.9.57,1.0,
BR,,20181116,FRI,22.17.5,1.0,
BR,,20181117,SAT,8.49.42,1.0,
BR,,20181117,SAT,14.39.4,1.0,
BR,,20181117,SAT,14.39.4,1.0,
BR,,20181117,SAT,20.14.59,1.0,
BR,,20181117,SAT,20.14.59,1.0,
BR,,20181117,SAT,22.54.52,1.0,
BR,,20181117,SAT,22.54.52,1.0,
BR,,20181117,SAT,22.54.53,1.0,
BR,,20181118,SUN,3.53.30,1.0,
BR,,20181118,SUN,3.53.30,1.0,
BR,,20181118,SUN,3.53.30,1.0,
BR,,20181118,SUN,3.53.30,1.0,
BR,,20181118,SUN,3.53.30,1.0,
BR,,20181118,SUN,3.53.30,1.0,
BR,,20181118,SUN,7.39.1,1.0,
BR,,20181118,SUN,15.39.57,1.0,
BR,,20181118,SUN,15.39.58,1.0,
BR,,20181119,MON,3.54.14,1.0,
BR,,20181119,MON,3.54.14,1.0,
BR,,20181119,MON,10.52.3,1.0,
BR,,20181119,MON,10.52.3,1.0,
BR,,20181119,MON,10.52.3,1.0,
BR,,20181119,MON,10.52.3,1.0,
BR,,20181119,MON,10.52.3,1.0,
BR,,20181119,MON,12.18.28,1.0,
BR,,20181119,MON,16.25.13,1.0,
BR,,20181119,MON,21.56.20,1.0,
BR,,20181120,TUE,7.42.44,1.0,
BR,,20181120,TUE,7.42.50,1.0,
BR,,20181120,TUE,9.57.7,1.0,
BR,,20181120,TUE,14.32.9,1.0,
BR,,20181120,TUE,16.23.18,1.0,
BR,,20181120,TUE,17.51.35,1.0,
BR,,20181120,TUE,23.35.4,1.0,
BR,,20181120,TUE,23.35.5,1.0,
BR,,20181121,WED,10.52.6,1.0,
BR,,20181121,WED,10.52.7,1.0,
BR,,20181121,WED,11.11.53,1.0,
BR,,20181121,WED,12.43.54,1.0,
BR,,20181121,WED,16.28.48,1.0,
BR,,20181121,WED,18.46.20,1.0,
BR,,20181122,THU,7.37.26,1.0,
BR,,20181122,THU,7.37.26,1.0,
BR,,20181122,THU,7.37.26,1.0,
BR,,20181122,THU,11.11.55,1.0,
BR,,20181122,THU,11.11.55,1.0,
BR,,20181122,THU,14.59.12,1.0,
BR,,20181122,THU,14.59.13,1.0,
BR,,20181122,THU,16.36.54,1.0,
BR,,20181123,FRI,7.37.38,1.0,
BR,,20181123,FRI,9.35.1,1.0,
BR,,20181123,FRI,10.26.46,1.0,
BR,,20181123,FRI,10.26.46,1.0,
BR,,20181123,FRI,10.26.46,1.0,
BR,,20181123,FRI,10.26.46,1.0,
BR,,20181123,FRI,10.43.50,1.0,
BR,,20181123,FRI,12.41.40,1.0,
BR,,20181123,FRI,14.43.24,1.0,
BR,,20181123,FRI,16.14.9,1.0,
BR,,20181124,SAT,10.11.6,1.0,
BR,,20181124,SAT,10.27.21,1.0,
BR,,20181124,SAT,14.23.4,1.0,
BR,,20181124,SAT,22.1.48,1.0,
BR,,20181124,SAT,22.1.51,1.0,
BR,,20181124,SAT,23.28.27,1.0,
BR,,20181125,SUN,5.59.14,1.0,
BR,,20181125,SUN,10.11.8,1.0,
BR,,20181125,SUN,13.2.45,1.0,
BR,,20181125,SUN,23.40.34,1.0,
BR,,20181125,SUN,23.40.34,1.0,
BR,,20181124,SAT,10.27.21,1.0,
BR,,20181124,SAT,14.23.4,1.0,
BR,,20181124,SAT,22.1.48,1.0,
BR,,20181124,SAT,22.1.51,1.0,
BR,,20181124,SAT,23.28.27,1.0,
BR,,20181125,SUN,5.59.14,1.0,
BR,,20181125,SUN,10.11.8,1.0,
BR,,20181125,SUN,13.2.45,1.0,
BR,,20181125,SUN,23.40.34,1.0,
BR,,20181125,SUN,23.40.34,1.0,
BR,,20181125,SUN,23.40.35,1.0,
BR,,20181125,SUN,23.40.43,1.0,
BR,,20181126,MON,5.59.19,1.0,
BR,,20181126,MON,5.59.20,1.0,
BR,,20181126,MON,9.30.26,1.0,
BR,,20181126,MON,9.30.26,1.0,
BR,,20181126,MON,12.57.43,1.0,
BR,,20181126,MON,16.28.55,1.0,
BR,,20181126,MON,16.28.56,1.0,
BR,,20181126,MON,19.39.35,1.0,
BR,,20181127,TUE,11.43.25,1.0,
BR,,20181127,TUE,11.43.26,1.0,
BR,,20181127,TUE,11.43.28,1.0,
BR,,20181127,TUE,11.43.28,1.0,
BR,,20181127,TUE,12.33.47,1.0,
BR,,20181127,TUE,15.10.35,1.0,
BR,,20181127,TUE,18.11.52,1.0,
BR,,20181127,TUE,22.41.56,1.0,
BR,,20181128,WED,5.31.0,1.0,
BR,,20181128,WED,5.31.0,1.0,
BR,,20181128,WED,9.11.6,1.0,
BR,,20181128,WED,9.11.8,1.0,
BR,,20181128,WED,9.25.1,1.0,
BR,,20181128,WED,12.28.2,1.0,
BR,,20181128,WED,12.28.3,1.0,
BR,,20181128,WED,14.50.5,1.0,
BR,,20181128,WED,15.46.36,1.0,
BR,,20181128,WED,17.24.24,1.0,
BR,,20181128,WED,18.17.56,1.0,
BR,,20181128,WED,18.53.56,1.0,
BR,,20181129,THU,8.23.10,1.0,
BR,,20181129,THU,9.9.33,1.0,
BR,,20181129,THU,12.56.59,1.0,
BR,,20181129,THU,12.57.0,1.0,
BR,,20181129,THU,13.15.39,1.0,
BR,,20181129,THU,14.47.10,1.0,
BR,,20181129,THU,17.13.57,1.0,
BR,,20181129,THU,21.17.21,1.0,
BR,,20181129,THU,21.17.24,1.0,
BR,,20181130,FRI,1.34.44,1.0,
BR,,20181130,FRI,16.51.21,1.0,
BR,,20181130,FRI,18.54.47,1.0,
BR,,20181130,FRI,19.14.12,1.0,
BR,,20181201,SAT,0.5.0,1.0,
BR,,20181201,SAT,0.5.0,1.0,
BR,,20181201,SAT,0.5.0,1.0,
BR,,20181201,SAT,0.5.0,1.0,
BR,,20181201,SAT,0.5.0,1.0,
BR,,20181201,SAT,0.5.0,1.0,
BR,,20181202,SUN,0.4.0,1.0,
BR,,20181202,SUN,0.4.0,1.0,
BR,,20181202,SUN,0.4.0,1.0,
BR,,20181202,SUN,0.4.0,1.0,
BR,,20181202,SUN,0.4.29,1.0,
BR,,20181202,SUN,0.4.29,1.0,
BR,,20181202,SUN,0.4.29,1.0,
BR,,20181202,SUN,1.32.41,1.0,
BR,,20181202,SUN,22.28.35,1.0,
BR,,20181203,MON,0.5.6,1.0,
BR,,20181203,MON,0.5.7,1.0,
BR,,20181203,MON,0.5.7,1.0,
BR,,20181203,MON,0.5.43,1.0,
BR,,20181203,MON,0.5.45,1.0,
BR,,20181203,MON,1.32.41,1.0,
BR,,20181203,MON,1.32.41,1.0,
BR,,20181203,MON,1.32.41,1.0,
BR,,20181203,MON,1.33.0,1.0,
BR,,20181203,MON,1.39.0,1.0,
BR,,20181203,MON,12.15.55,1.0,
BR,,20181203,MON,20.1.48,1.0,
BR,,20181203,MON,20.1.49,1.0,
BR,,20181203,MON,20.1.50,1.0,
BR,,20181204,TUE,1.33.25,1.0,
BR,,20181204,TUE,1.33.28,1.0,
BR,,20181204,TUE,1.33.28,1.0,
BR,,20181204,TUE,1.34.52,1.0,
BR,,20181204,TUE,1.38.54,1.0,
BR,,20181204,TUE,7.55.13,1.0,
BR,,20181204,TUE,10.45.32,1.0,
BR,,20181203,MON,20.1.48,1.0,
BR,,20181203,MON,20.1.49,1.0,
BR,,20181203,MON,20.1.50,1.0,
BR,,20181204,TUE,1.33.25,1.0,
BR,,20181204,TUE,1.33.28,1.0,
BR,,20181204,TUE,1.33.28,1.0,
BR,,20181204,TUE,1.34.52,1.0,
BR,,20181204,TUE,1.38.54,1.0,
BR,,20181204,TUE,7.55.13,1.0,
BR,,20181204,TUE,10.45.32,1.0,
BR,,20181204,TUE,12.0.0,1.0,
BR,,20181204,TUE,12.0.0,1.0,
BR,,20181204,TUE,12.0.0,1.0,
BR,,20181204,TUE,15.45.10,1.0,
BR,,20181204,TUE,17.25.37,1.0,
BR,,20181205,WED,9.42.22,1.0,
BR,,20181205,WED,9.42.22,1.0,
BR,,20181205,WED,11.0.0,1.0,
BR,,20181205,WED,11.0.0,1.0,
BR,,20181205,WED,11.41.32,1.0,
BR,,20181205,WED,12.13.13,1.0,
BR,,20181205,WED,13.51.29,1.0,
BR,,20181205,WED,16.50.55,1.0,
BR,,20181206,THU,7.2.21,1.0,
BR,,20181206,THU,11.0.0,1.0,
BR,,20181206,THU,11.0.0,1.0,
BR,,20181206,THU,16.6.37,1.0,
BR,,20181206,THU,21.18.35,1.0,
BR,,20181206,THU,21.18.40,1.0,
BR,,20181207,FRI,7.5.0,1.0,
BR,,20181207,FRI,8.45.0,1.0,
BR,,20181207,FRI,11.10.15,1.0,
BR,,20181207,FRI,13.3.48,1.0,
BR,,20181207,FRI,14.24.42,1.0,
BR,,20181207,FRI,21.41.46,1.0,
BR,,20181207,FRI,21.41.46,1.0,
BR,,20181208,SAT,7.54.12,1.0,
BR,,20181208,SAT,9.28.33,1.0,
BR,,20181208,SAT,11.0.0,1.0,
BR,,20181208,SAT,11.0.0,1.0,
BR,,20181208,SAT,13.27.15,1.0,
BR,,20181208,SAT,13.27.16,1.0,
BR,,20181208,SAT,18.35.8,1.0,
BR,,20181208,SAT,18.35.8,1.0,
BR,,20181208,SAT,18.35.9,1.0,
BR,,20181208,SAT,19.34.8,1.0,
BR,,20181209,SUN,4.15.11,1.0,
BR,,20181209,SUN,7.47.16,1.0,
BR,,20181209,SUN,9.22.48,1.0,
BR,,20181209,SUN,12.5.22,1.0,
BR,,20181209,SUN,14.39.29,1.0,
BR,,20181209,SUN,14.39.30,1.0,
BR,,20181209,SUN,17.17.48,1.0,
BR,,20181209,SUN,17.54.6,1.0,
BR,,20181209,SUN,18.13.17,1.0,
BR,,20181209,SUN,20.55.11,1.0,
BR,,20181209,SUN,23.33.2,1.0,
BR,,20181210,MON,9.20.58,1.0,
BR,,20181210,MON,10.33.47,1.0,
BR,,20181210,MON,12.0.0,1.0,
BR,,20181210,MON,12.49.52,1.0,
BR,,20181210,MON,17.7.19,1.0,
BR,,20181210,MON,17.7.19,1.0,
BR,,20181210,MON,20.52.14,1.0,
BR,,20181211,TUE,7.3.55,1.0,
BR,,20181211,TUE,10.33.10,1.0,
BR,,20181211,TUE,10.33.12,1.0,
BR,,20181211,TUE,12.0.0,1.0,
BR,,20181211,TUE,14.33.40,1.0,
BR,,20181211,TUE,15.29.10,1.0,
BR,,20181211,TUE,21.46.44,1.0,
BR,,20181211,TUE,21.46.56,1.0,
BR,,20181212,WED,8.32.21,1.0,
BR,,20181212,WED,11.6.44,1.0,
BR,,20181212,WED,12.0.0,1.0,
BR,,20181212,WED,12.52.18,1.0,
BR,,20181212,WED,12.52.19,1.0,
BR,,20181212,WED,15.7.26,1.0,
BR,,20181212,WED,17.51.13,1.0,
BR,,20181212,WED,23.30.43,1.0,
BR,,20181213,THU,5.36.49,1.0,
BR,,20181213,THU,7.29.30,1.0,
BR,,20181213,THU,10.27.28,1.0,
BR,,20181213,THU,10.54.54,1.0,
BR,,20181213,THU,12.0.0,1.0,
BR,,20181213,THU,12.0.0,1.0,
BR,,20181213,THU,18.21.58,1.0,
BR,,20181213,THU,18.22.1,1.0,
BR,,20181214,FRI,8.34.23,1.0,
BR,,20181213,THU,5.36.49,1.0,
BR,,20181213,THU,7.29.30,1.0,
BR,,20181213,THU,10.27.28,1.0,
BR,,20181213,THU,10.54.54,1.0,
BR,,20181213,THU,12.0.0,1.0,
BR,,20181213,THU,12.0.0,1.0,
BR,,20181213,THU,18.21.58,1.0,
BR,,20181213,THU,18.22.1,1.0,
BR,,20181214,FRI,8.34.23,1.0,
BR,,20181214,FRI,11.26.39,1.0,
BR,,20181214,FRI,12.0.0,1.0,
BR,,20181214,FRI,12.0.0,1.0,
BR,,20181214,FRI,23.3.34,1.0,
BR,,20181214,FRI,23.3.35,1.0,
BR,,20181214,FRI,23.3.37,1.0,
BR,,20181214,FRI,23.3.37,1.0,
BR,,20181214,FRI,23.3.46,1.0,
BR,,20181215,SAT,7.0.16,1.0,
BR,,20181215,SAT,7.52.6,1.0,
BR,,20181215,SAT,11.15.6,1.0,
BR,,20181215,SAT,11.15.6,1.0,
BR,,20181215,SAT,16.24.49,1.0,
BR,,20181215,SAT,16.24.58,1.0,
BR,,20181215,SAT,23.19.1,1.0,
BR,,20181215,SAT,23.19.1,1.0,
BR,,20181215,SAT,23.19.3,1.0,
BR,,20181216,SUN,4.47.26,1.0,
BR,,20181216,SUN,8.37.37,1.0,
BR,,20181216,SUN,10.48.55,1.0,
BR,,20181216,SUN,12.0.0,1.0,
BR,,20181216,SUN,12.39.36,1.0,
BR,,20181216,SUN,17.16.4,1.0,
BR,,20181216,SUN,20.43.59,1.0,
BR,,20181216,SUN,20.44.0,1.0,
BR,,20181217,MON,7.14.51,1.0,
BR,,20181217,MON,7.14.52,1.0,
BR,,20181217,MON,10.33.29,1.0,
BR,,20181217,MON,12.8.35,1.0,
BR,,20181217,MON,19.45.51,1.0,
BR,,20181217,MON,23.31.10,1.0,
BR,,20181217,MON,23.31.12,1.0,
BR,,20181218,TUE,11.19.5,1.0,
BR,,20181218,TUE,11.19.6,1.0,
BR,,20181218,TUE,11.19.8,1.0,
BR,,20181218,TUE,11.19.10,1.0,
BR,,20181218,TUE,12.0.0,1.0,
BR,,20181218,TUE,16.12.38,1.0,
BR,,20181218,TUE,21.16.15,1.0,
BR,,20181219,WED,7.58.56,1.0,
BR,,20181219,WED,8.50.45,1.0,
BR,,20181219,WED,12.0.0,1.0,
BR,,20181219,WED,12.0.0,1.0,
BR,,20181219,WED,13.18.34,1.0,
BR,,20181219,WED,14.40.24,1.0,
BR,,20181219,WED,16.38.35,1.0,
BR,,20181220,THU,8.49.37,1.0,
BR,,20181220,THU,8.49.37,1.0,
BR,,20181220,THU,8.49.39,1.0,
BR,,20181220,THU,10.10.17,1.0,
BR,,20181220,THU,10.51.35,1.0,
BR,,20181220,THU,12.0.0,1.0,
BR,,20181220,THU,12.0.0,1.0,
BR,,20181220,THU,12.0.0,1.0,
BR,,20181220,THU,14.49.7,1.0,
BR,,20181220,THU,14.58.43,1.0,
BR,,20181220,THU,19.38.13,1.0,
BR,,20181221,FRI,7.59.14,1.0,
BR,,20181221,FRI,7.59.16,1.0,
BR,,20181221,FRI,9.48.27,1.0,
BR,,20181221,FRI,10.38.9,1.0,
BR,,20181221,FRI,12.0.0,1.0,
BR,,20181221,FRI,12.0.0,1.0,
BR,,20181221,FRI,13.12.54,1.0,
BR,,20181221,FRI,13.13.0,1.0,
BR,,20181221,FRI,14.4.11,1.0,
BR,,20181221,FRI,14.56.45,1.0,
BR,,20181221,FRI,18.6.35,1.0,
BR,,20181222,SAT,7.45.38,1.0,
BR,,20181222,SAT,12.0.0,1.0,
BR,,20181222,SAT,12.0.0,1.0,
BR,,20181222,SAT,12.0.0,1.0,
BR,,20181222,SAT,21.9.42,1.0,
BR,,20181222,SAT,21.9.45,1.0,
BR,,20181222,SAT,21.9.46,1.0,
BR,,20181223,SUN,9.36.56,1.0,
BR,,20181223,SUN,9.36.57,1.0,
BR,,20181223,SUN,11.55.56,1.0,
BR,,20181223,SUN,18.30.11,1.0,
BR,,20181223,SUN,18.30.13,1.0,
BR,,20181222,SAT,12.0.0,1.0,
BR,,20181222,SAT,12.0.0,1.0,
BR,,20181222,SAT,21.9.42,1.0,
BR,,20181222,SAT,21.9.45,1.0,
BR,,20181222,SAT,21.9.46,1.0,
BR,,20181223,SUN,9.36.56,1.0,
BR,,20181223,SUN,9.36.57,1.0,
BR,,20181223,SUN,11.55.56,1.0,
BR,,20181223,SUN,18.30.11,1.0,
BR,,20181223,SUN,18.30.13,1.0,
BR,,20181223,SUN,23.47.34,1.0,
BR,,20181224,MON,12.0.0,1.0,
BR,,20181224,MON,12.0.0,1.0,
BR,,20181224,MON,23.12.15,1.0,
BR,,20181224,MON,23.12.16,1.0,
BR,,20181224,MON,23.12.18,1.0,
BR,,20181224,MON,23.12.19,1.0,
BR,,20181224,MON,23.12.22,1.0,
BR,,20181224,MON,23.12.23,1.0,
BR,,20181224,MON,23.12.25,1.0,
BR,,20181224,MON,23.12.27,1.0,
BR,,20181225,TUE,12.0.0,1.0,
BR,,20181225,TUE,12.0.0,1.0,
BR,,20181225,TUE,12.0.0,1.0,
BR,,20181225,TUE,12.0.0,1.0,
BR,,20181225,TUE,12.0.0,1.0,
BR,,20181225,TUE,12.18.31,1.0,
BR,,20181225,TUE,12.18.31,1.0,
BR,,20181225,TUE,12.18.32,1.0,
BR,,20181226,WED,11.13.38,1.0,
BR,,20181226,WED,11.13.39,1.0,
BR,,20181226,WED,12.0.0,1.0,
BR,,20181226,WED,12.0.0,1.0,
BR,,20181226,WED,12.0.0,1.0,
BR,,20181226,WED,13.6.52,1.0,
BR,,20181226,WED,13.6.56,1.0,
BR,,20181226,WED,17.51.6,1.0,
BR,,20181226,WED,17.51.7,1.0,
BR,,20181227,THU,10.22.5,1.0,
BR,,20181227,THU,10.22.5,1.0,
BR,,20181227,THU,10.22.6,1.0,
BR,,20181227,THU,12.0.0,1.0,
BR,,20181227,THU,13.6.38,1.0,
BR,,20181227,THU,21.38.21,1.0,
BR,,20181227,THU,21.38.21,1.0,
BR,,20181228,FRI,9.11.17,1.0,
BR,,20181228,FRI,10.29.1,1.0,
BR,,20181228,FRI,12.0.0,1.0,
BR,,20181228,FRI,12.0.0,1.0,
BR,,20181228,FRI,19.23.25,1.0,
BR,,20181228,FRI,19.23.26,1.0,
BR,,20181228,FRI,22.44.56,1.0,
BR,,20181229,SAT,8.39.0,1.0,
BR,,20181229,SAT,16.19.3,1.0,
BR,,20181229,SAT,16.19.4,1.0,
BR,,20181229,SAT,21.57.52,1.0,
BR,,20181229,SAT,21.57.53,1.0,
BR,,20181230,SUN,12.0.0,1.0,
BR,,20181230,SUN,12.0.0,1.0,
BR,,20181230,SUN,15.19.38,1.0,
BR,,20181230,SUN,15.19.38,1.0,
BR,,20181230,SUN,15.19.40,1.0,
BR,,20181230,SUN,17.55.58,1.0,
BR,,20181230,SUN,17.56.0,1.0,
BR,,20181230,SUN,21.54.28,1.0,
BR,,20181231,MON,12.0.0,1.0,
BR,,20181231,MON,19.53.36,1.0,
BR,,20181231,MON,19.53.36,1.0,
BR,,20181231,MON,19.53.50,1.0,
BR,,20181231,MON,19.53.51,1.0,
BR,,20181231,MON,19.53.52,1.0,
BR,,20181231,MON,20.16.39,1.0,
BR,,20190101,TUE,7.40.8,1.0,
BR,,20190101,TUE,10.8.33,1.0,
BR,,20190101,TUE,20.12.19,1.0,
BR,,20190101,TUE,20.12.22,1.0,
BR,,20190101,TUE,22.57.27,1.0,
BR,,20190101,TUE,22.57.27,1.0,
BR,,20190102,WED,9.36.54,1.0,
TBms,,20190102,WED,13.22.49,1.0,
TBms,,20190103,THU,14.44.36,1.0,
TBms,,20190104,FRI,14.7.57,1.0,
TBms,,20190106,SUN,11.23.56,1.0,
TBms,,20190107,MON,10.6.10,1.0,
TBms,,20190107,MON,16.54.25,1.0,
TBms,,20190108,TUE,19.19.4,1.0,
TBms,,20190109,WED,9.22.6,1.0,
TBms,,20190110,THU,15.35.38,1.0,
TBms,,20190111,FRI,12.0.0,1.0,
TBms,,20190111,FRI,13.45.35,1.0,
TBms,,20190112,SAT,12.44.43,1.0,
TBms,,20190112,SAT,14.13.56,1.0,
TBms,,20190113,SUN,9.14.45,1.0,
TBms,,20190113,SUN,14.51.39,1.0,
TBms,,20190113,SUN,23.31.51,1.0,
TBms,,20190114,MON,11.7.20,1.0,
TBms,,20190114,MON,15.7.43,1.0,
TBms,,20190114,MON,17.2.15,1.0,
TBms,,20190115,TUE,11.7.40,1.0,
TBms,,20190116,WED,10.35.18,1.0,
TBms,,20190116,WED,13.12.23,1.0,
TBms,,20190117,THU,12.0.0,1.0,
TBms,,20190117,THU,21.16.0,1.0,
TBms,,20190118,FRI,10.30.44,1.0,
TBms,,20190120,SUN,22.38.22,1.0,
TBms,,20190121,MON,16.32.24,1.0,
TBms,,20190122,TUE,11.17.4,1.0,
TBms,,20190123,WED,12.0.0,1.0,
TBms,,20190123,WED,12.0.0,1.0,
TBms,,20190124,THU,11.53.17,1.0,
TBms,,20190125,FRI,10.22.45,1.0,
TBms,,20190126,SAT,21.15.11,1.0,
TBms,,20190127,SUN,16.51.23,1.0,
TBms,,20190128,MON,10.52.15,1.0,
TBms,,20190129,TUE,12.35.25,1.0,
TBms,,20190130,WED,10.33.44,1.0,
TBms,,20190131,THU,10.17.24,1.0,
TBms,,20190131,THU,15.0.58,1.0,
TBms,,20190201,FRI,12.0.0,1.0,
TBms,,20190202,SAT,12.0.0,1.0,
TBms,,20190203,SUN,20.20.16,1.0,
TBms,,20190204,MON,18.49.25,1.0,
TBms,,20190205,TUE,12.0.0,1.0,
TBms,,20190206,WED,12.0.0,1.0,
TBms,,20190207,THU,10.10.53,1.0,
TBms,,20190208,FRI,10.32.12,1.0,
TBms,,20190209,SAT,10.25.21,1.0,
TBms,,20190209,SAT,16.57.39,1.0,
TBms,,20190210,SUN,14.12.27,1.0,
TBms,,20190210,SUN,23.56.47,1.0,
TBms,,20190211,MON,11.31.36,1.0,
TBms,,20190211,MON,11.31.36,1.0,
TBms,,20190211,MON,11.31.37,1.0,
TBms,,20190212,TUE,11.9.43,1.0,
TBms,,20190213,WED,11.54.54,1.0,
TBms,,20190213,WED,11.54.54,1.0,
TBms,,20190215,FRI,12.0.0,1.0,
TBms,,20190128,MON,10.52.15,1.0,
TBms,,20190129,TUE,12.35.25,1.0,
TBms,,20190130,WED,10.33.44,1.0,
TBms,,20190131,THU,10.17.24,1.0,
TBms,,20190131,THU,15.0.58,1.0,
TBms,,20190201,FRI,12.0.0,1.0,
TBms,,20190202,SAT,12.0.0,1.0,
TBms,,20190203,SUN,20.20.16,1.0,
TBms,,20190204,MON,18.49.25,1.0,
TBms,,20190205,TUE,12.0.0,1.0,
TBms,,20190206,WED,12.0.0,1.0,
TBms,,20190207,THU,10.10.53,1.0,
TBms,,20190208,FRI,10.32.12,1.0,
TBms,,20190209,SAT,10.25.21,1.0,
TBms,,20190209,SAT,16.57.39,1.0,
TBms,,20190210,SUN,14.12.27,1.0,
TBms,,20190210,SUN,23.56.47,1.0,
TBms,,20190211,MON,11.31.36,1.0,
TBms,,20190211,MON,11.31.36,1.0,
TBms,,20190211,MON,11.31.37,1.0,
TBms,,20190212,TUE,11.9.43,1.0,
TBms,,20190213,WED,11.54.54,1.0,
TBms,,20190213,WED,11.54.54,1.0,
TBms,,20190215,FRI,12.0.0,1.0,
TBms,,20190216,SAT,13.7.7,1.0,
TBms,,20190217,SUN,15.32.26,1.0,
TBms,,20190218,MON,12.54.26,1.0,
TBms,,20190218,MON,14.14.27,1.0,
TBms,,20190219,TUE,13.35.7,1.0,
TBms,,20190220,WED,8.0.22,1.0,
TBms,,20190221,THU,14.57.25,1.0,
TBms,,20190222,FRI,10.57.25,1.0,
TBms,,20190223,SAT,12.9.31,1.0,
TBms,,20190224,SUN,12.0.0,1.0,
